# Number of samples; Number of centroids; List of samples; List of centroids
3 10000
1.266053 2.460534 2.055228 
1.426753 1.966177 2.437035 
2.141360 2.661230 3.047961 
0.917793 2.003775 2.245153 
1.600552 2.627530 2.772713 
1.786998 2.178519 3.187953 
2.481104 2.874918 3.788747 
0.763742 2.461767 2.251680 
1.468131 3.150485 2.826772 
1.637760 2.626684 3.204762 
2.333753 3.339940 3.808215 
1.085610 2.646878 2.977795 
1.799218 3.366030 3.566320 
1.964085 2.827121 3.930695 
2.655303 3.489247 4.514076 
1.136636 1.905606 1.526475 
1.818246 2.593659 2.086599 
2.028669 2.100575 2.518101 
2.670873 2.748874 3.065215 
1.474391 2.125559 2.280806 
2.172158 2.798780 2.859156 
2.352494 2.281646 3.222266 
3.043536 2.968184 3.826258 
1.348935 2.620052 2.305956 
2.035961 3.292203 2.883552 
2.218718 2.807325 3.269396 
2.901750 3.476863 3.864568 
1.661096 2.792512 3.030946 
2.351307 3.461812 3.595037 
2.552058 2.987902 4.011726 
3.240131 3.652404 4.570895 
0.614443 1.805933 1.041042 
1.281713 2.473017 1.617851 
1.473211 2.008202 2.027391 
2.151275 2.659466 2.576056 
0.940429 1.978455 1.767806 
1.605655 2.619498 2.330026 
1.789762 2.159984 2.714893 
2.475798 2.824696 3.292114 
0.798198 2.451682 1.789313 
1.487936 3.132188 2.346939 
1.655587 2.641558 2.742081 
2.332267 3.317443 3.311709 
1.129532 2.650355 2.504747 
1.799051 3.294104 3.066805 
1.998549 2.837310 3.495677 
2.690689 3.507111 4.067501 
1.185845 1.967261 1.127176 
1.870709 2.602341 1.666957 
2.052258 2.128213 2.059838 
2.720080 2.811819 2.642327 
1.512745 2.129640 1.826264 
2.195900 2.799050 2.395582 
2.392033 2.292456 2.786050 
3.072616 2.976590 3.371392 
1.352232 2.599619 1.848365 
2.069962 3.281009 2.425498 
2.211445 2.776181 2.784280 
2.906925 3.452222 3.383992 
1.689822 2.791463 2.557667 
2.377513 3.464591 3.137944 
2.528691 2.961085 3.519765 
3.230750 3.629229 4.086344 
0.994028 2.069505 1.563931 
1.654208 2.706003 2.087560 
1.852667 2.218057 2.512178 
2.518395 2.863170 3.022973 
1.302718 2.202177 2.226735 
1.976958 2.878873 2.801775 
2.148883 2.403149 3.198352 
2.828975 3.056238 3.762189 
1.171538 2.720516 2.300984 
1.849458 3.356052 2.826821 
2.040172 2.883148 3.247764 
2.697126 3.552538 3.793858 
1.478606 2.875803 2.967378 
2.172794 3.584113 3.572772 
2.361928 3.073465 3.956327 
3.045766 3.755037 4.531380 
1.576715 2.179504 1.615635 
2.219483 2.842112 2.141562 
2.399464 2.351593 2.535222 
3.129517 3.036944 3.154610 
1.878063 2.376668 2.302801 
2.540965 3.032642 2.856349 
2.742457 2.539932 3.267233 
3.413510 3.192729 3.824324 
1.716412 2.852098 2.319146 
2.438959 3.522352 2.913257 
2.602434 3.031701 3.294151 
3.298703 3.720854 3.878854 
2.043377 3.036295 3.039550 
2.743745 3.717792 3.633488 
2.879370 3.171695 3.959974 
3.601384 3.888108 4.583407 
0.783668 2.473896 1.406159 
1.458707 3.126557 1.954745 
1.625838 2.651953 2.343093 
2.317952 3.302498 2.931242 
1.090727 2.642154 2.117291 
1.772639 3.293100 2.671651 
1.954073 2.816944 3.077557 
2.637354 3.513370 3.642071 
0.994040 3.175829 2.178099 
1.653735 3.771276 2.699940 
1.815064 3.309048 3.100782 
2.492798 3.972513 3.667066 
1.278405 3.311702 2.854430 
1.990320 3.979668 3.429158 
2.147850 3.506880 3.838632 
2.832266 4.180784 4.390120 
1.345149 2.606313 1.440330 
2.034599 3.256751 2.033602 
2.218431 2.817389 2.446386 
2.896024 3.430355 2.970282 
1.655975 2.776744 2.180898 
2.366182 3.476914 2.764584 
2.520031 2.941269 3.120334 
3.217701 3.634226 3.689267 
1.529527 3.266531 2.204686 
2.238740 3.940433 2.781186 
2.388466 3.464734 3.172583 
3.055269 4.113777 3.708908 
1.857959 3.438964 2.906956 
2.535151 4.106135 3.492994 
2.697847 3.601183 3.855505 
3.383312 4.275806 4.439665 
1.131532 2.725651 1.872654 
1.811667 3.375588 2.444951 
2.007580 2.915589 2.872820 
2.668181 3.535991 3.383143 
1.461050 2.871590 2.609919 
2.159444 3.567877 3.184412 
2.329039 3.082408 3.562686 
3.009054 3.737419 4.136604 
1.318567 3.350752 2.602892 
2.022231 4.066839 3.206003 
2.205894 3.570179 3.603025 
2.889475 4.240216 4.174431 
1.672707 3.563478 3.360276 
2.341621 4.220670 3.919833 
2.481604 3.718301 4.287102 
3.193967 4.397242 4.875291 
1.708720 2.852907 1.933643 
2.373427 3.492584 2.477854 
2.572559 3.019396 2.893707 
3.254549 3.712351 3.471270 
2.004784 2.981713 2.614578 
2.712717 3.688186 3.216847 
2.881668 3.184089 3.612421 
3.564892 3.865044 4.156201 
1.907643 3.522997 2.702000 
2.589712 4.194417 3.262054 
2.747636 3.673972 3.622920 
3.417347 4.324587 4.183373 
2.208557 3.665378 3.371508 
2.901531 4.339014 3.958885 
3.088613 3.869633 4.371991 
3.769571 4.560860 4.920613 
0.527946 0.984884 0.805267 
1.212693 1.657272 1.394434 
1.377367 1.165797 1.768609 
2.084531 1.846993 2.333809 
0.823281 1.154442 1.497753 
1.522362 1.819134 2.077725 
1.715666 1.378868 2.501735 
2.372739 2.015747 3.049879 
0.709860 1.672310 1.569651 
1.402495 2.331697 2.125861 
1.541585 1.815661 2.485860 
2.269067 2.516146 3.091165 
1.054439 1.842734 2.293179 
1.708210 2.504330 2.827352 
1.909924 2.032573 3.244478 
2.589564 2.718900 3.837556 
1.106820 1.129947 0.871990 
1.788042 1.822085 1.452691 
1.918586 1.296389 1.789083 
2.650476 1.976471 2.400578 
1.415348 1.321158 1.586057 
2.089179 1.976580 2.132838 
2.270698 1.446897 2.513834 
2.975038 2.176757 3.125400 
1.284286 1.814590 1.612177 
1.964971 2.491356 2.185093 
2.160156 2.015985 2.594381 
2.832872 2.646341 3.138317 
1.615655 1.994582 2.325212 
2.294203 2.650823 2.904787 
2.469492 2.164612 3.277385 
3.159625 2.847918 3.863244 
0.877525 1.221182 1.256303 
1.574896 1.885305 1.851352 
1.747532 1.422459 2.247076 
2.426627 2.067977 2.788135 
1.215659 1.445070 2.003001 
1.901445 2.059050 2.570547 
2.063548 1.603147 2.964116 
2.766855 2.238912 3.523943 
1.086856 1.903075 2.029612 
1.788264 2.597266 2.618450 
1.934475 2.100034 3.021685 
2.636959 2.769218 3.576972 
1.390422 2.077036 2.734912 
2.071036 2.761771 3.321987 
2.271597 2.294530 3.735589 
2.938848 2.924577 4.299497 
1.430592 1.360117 1.307139 
2.129220 2.041444 1.885764 
2.326380 1.570575 2.304444 
3.014248 2.230351 2.870634 
1.771129 1.569024 2.062516 
2.492373 2.254340 2.658067 
2.635551 1.723254 3.007536 
3.343709 2.421816 3.609932 
1.650659 2.054493 2.107328 
2.300437 2.672838 2.621748 
2.500212 2.237968 3.058190 
3.214977 2.911567 3.643520 
1.993188 2.249560 2.822291 
2.662906 2.894267 3.383284 
2.834125 2.416898 3.785432 
3.507827 3.069555 4.332938 
0.686484 1.665847 1.151349 
1.363849 2.317424 1.734035 
1.520268 1.829333 2.100921 
2.245462 2.529933 2.699340 
1.006504 1.836377 1.870948 
1.683233 2.504619 2.430211 
1.858281 2.003201 2.817655 
2.556195 2.684928 3.400670 
0.896154 2.348591 1.926101 
1.555702 3.011097 2.482807 
1.725182 2.489979 2.855721 
2.420597 3.179049 3.433715 
1.229664 2.540231 2.652448 
1.907872 3.199046 3.222634 
2.035787 2.679537 3.560110 
2.737054 3.355264 4.147476 
1.247632 1.785295 1.187060 
1.944217 2.479269 1.791482 
2.104536 1.967316 2.164684 
2.807773 2.656060 2.759175 
1.578968 1.972564 1.940092 
2.301789 2.686669 2.547778 
2.450018 2.149303 2.890737 
3.107321 2.825238 3.434991 
1.450979 2.472690 1.949636 
2.120549 3.136460 2.511229 
2.308235 2.671385 2.936437 
2.967914 3.285964 3.451369 
1.762759 2.665248 2.685895 
2.494322 3.335887 3.276150 
2.661672 2.867233 3.672354 
3.307284 3.494737 4.212398 
1.052666 1.884966 1.624455 
1.764235 2.560083 2.207562 
1.908476 2.086860 2.591301 
2.583571 2.744327 3.165860 
1.374563 2.071912 2.342045 
2.073099 2.768910 2.955417 
2.207920 2.246283 3.294996 
2.938499 2.956602 3.899879 
1.260211 2.594283 2.408061 
1.951548 3.275315 2.986524 
2.116827 2.755529 3.356056 
2.797770 3.444712 3.940747 
1.569741 2.754106 3.110189 
2.238985 3.452963 3.686160 
2.423158 2.932505 4.072114 
3.115237 3.627769 4.654492 
1.624814 2.026499 1.679847 
2.300752 2.679439 2.229560 
2.472989 2.212358 2.649365 
3.192425 2.910210 3.244010 
1.946306 2.209215 2.406621 
2.620013 2.909921 2.997055 
2.818596 2.411561 3.381391 
3.497269 3.082812 3.939254 
1.819694 2.697264 2.449768 
2.489029 3.373241 2.999445 
2.666721 2.906925 3.421961 
3.323632 3.540649 3.971576 
2.120271 2.871882 3.153543 
2.810736 3.553544 3.724173 
2.969388 3.085574 4.125420 
3.695024 3.749084 4.698667 
1.087845 1.887196 1.185046 
1.749291 2.559307 1.737179 
1.947756 2.078161 2.157015 
2.605832 2.737355 2.703392 
1.418103 2.087791 1.913402 
2.096247 2.777228 2.485718 
2.281567 2.266896 2.875272 
2.941649 2.915973 3.424177 
1.285520 2.603771 1.957948 
1.946022 3.225564 2.500355 
2.153833 2.769455 2.915215 
2.807538 3.430208 3.490223 
1.578312 2.720227 2.634407 
2.301082 3.449613 3.243890 
2.457526 2.929726 3.607996 
3.160320 3.622748 4.205439 
1.614843 2.018756 1.192809 
2.326846 2.696899 1.789979 
2.503896 2.233150 2.202327 
3.214826 2.898356 2.785427 
1.943263 2.181881 1.918465 
2.657997 2.895698 2.515129 
2.857249 2.393678 2.926513 
3.508383 3.051352 3.474588 
1.818275 2.678123 1.945898 
2.522230 3.396171 2.571900 
2.689977 2.886606 2.948117 
3.379758 3.545705 3.507898 
2.155262 2.878234 2.689763 
2.837192 3.578790 3.290901 
2.995562 3.063076 3.641057 
3.704372 3.745001 4.243463 
1.451948 2.143582 1.652209 
2.128205 2.803345 2.235778 
2.298670 2.331740 2.630217 
2.996638 3.008807 3.208268 
1.727883 2.283835 2.333047 
2.433007 2.987724 2.923230 
2.629261 2.510223 3.355795 
3.333682 3.207623 3.930339 
1.615744 2.801894 2.388530 
2.323501 3.478197 2.983442 
2.503874 2.997279 3.384577 
3.216883 3.698417 3.980572 
1.970644 2.984412 3.152839 
2.643565 3.671574 3.701048 
2.826105 3.205067 4.104254 
3.496120 3.861878 4.671191 
2.018007 2.302101 1.721576 
2.700621 2.954797 2.283098 
2.865550 2.470417 2.680484 
3.561709 3.135623 3.260921 
2.331452 2.483044 2.444872 
3.044348 3.165487 3.034544 
3.185722 2.643034 3.371561 
3.894996 3.316419 3.966056 
2.217011 2.964524 2.475626 
2.894387 3.633102 3.052372 
3.048026 3.140339 3.438701 
3.766749 3.805016 4.028418 
2.519924 3.113025 3.170465 
3.205292 3.788853 3.736158 
3.361430 3.273001 4.113391 
4.079654 3.995302 4.731569 
1.212982 2.559078 1.511691 
1.897654 3.217816 2.087734 
2.120298 2.785168 2.537068 
2.795467 3.394792 3.036792 
1.551017 2.751649 2.240145 
2.288566 3.447953 2.854908 
2.408439 2.908478 3.192908 
3.125785 3.597769 3.811011 
1.455222 3.261239 2.313721 
2.138190 3.905303 2.869594 
2.266655 3.402999 3.226508 
2.961266 4.058550 3.805120 
1.753921 3.421522 3.003882 
2.437367 4.065692 3.546621 
2.623593 3.607985 3.968801 
3.286969 4.282115 4.540264 
1.812469 2.698214 1.584688 
2.484732 3.369434 2.151286 
2.652219 2.861877 2.534451 
3.328522 3.543706 3.077740 
2.155925 2.883409 2.306917 
2.810105 3.556892 2.879676 
3.010272 3.100692 3.292704 
3.675372 3.745104 3.849546 
1.989192 3.366414 2.327793 
2.699625 4.049394 2.900651 
2.864339 3.573665 3.307206 
3.581972 4.265824 3.914004 
2.326703 3.532263 3.049693 
3.016414 4.224615 3.622264 
3.182038 3.730987 4.017247 
3.856765 4.409638 4.571061 
1.604744 2.815991 2.016676 
2.291784 3.473575 2.576488 
2.471633 2.985752 2.981997 
3.146263 3.635332 3.534291 
1.949253 3.018973 2.761169 
2.633654 3.658544 3.313739 
2.793642 3.192618 3.704660 
3.474385 3.814801 4.244088 
1.804036 3.479719 2.775321 
2.470122 4.141767 3.333920 
2.682857 3.675160 3.753876 
3.346798 4.340150 4.309505 
2.135805 3.652816 3.492552 
2.816662 4.341129 4.074573 
2.978076 3.806841 4.433143 
3.659145 4.531899 5.031284 
2.164421 2.930839 2.066184 
2.871002 3.613196 2.637519 
3.059081 3.146732 3.051203 
3.734668 3.812285 3.603580 
2.500144 3.108994 2.773185 
3.184682 3.795506 3.340734 
3.372856 3.311254 3.756085 
4.051313 3.995454 4.339259 
2.391397 3.657050 2.838985 
3.040860 4.294010 3.380824 
3.226822 3.768341 3.769717 
3.899193 4.429654 4.327906 
2.689974 3.820930 3.557513 
3.375109 4.476700 4.103511 
3.536881 3.974703 4.477192 
4.225928 4.673034 5.075625 
-0.027542 -0.037333 -0.036477 
0.695555 0.689375 0.594317 
0.873539 0.186280 0.959613 
1.570555 0.865623 1.541226 
0.344330 0.210298 0.737138 
1.037441 0.895800 1.332965 
1.160704 0.356229 1.684645 
1.907846 1.063422 2.288107 
0.189173 0.679069 0.753806 
0.878339 1.352186 1.338512 
1.051965 0.867650 1.714277 
1.770490 1.559486 2.318000 
0.556013 0.889260 1.509945 
1.225380 1.562229 2.062145 
1.383611 1.045721 2.454288 
2.065481 1.746452 3.030835 
0.563364 0.150317 0.039557 
1.264504 0.800731 0.620450 
1.439081 0.331718 1.033343 
2.122861 1.016954 1.614704 
0.901370 0.334439 0.797121 
1.565856 0.991770 1.358284 
1.752650 0.475216 1.732121 
2.460571 1.184230 2.330023 
0.748018 0.817750 0.809816 
1.445402 1.482336 1.369624 
1.627659 0.984815 1.757417 
2.325929 1.688448 2.373331 
1.062247 0.979418 1.501389 
1.784124 1.670201 2.105345 
1.924011 1.168874 2.476159 
2.646841 1.852948 3.064842 
0.376893 0.227634 0.492958 
1.071885 0.942342 1.077264 
1.236940 0.439092 1.455205 
1.933956 1.136013 2.054103 
0.702328 0.435498 1.207740 
1.398080 1.086976 1.775197 
1.563721 0.611779 2.177368 
2.225392 1.270146 2.727962 
0.572336 0.926267 1.255547 
1.206720 1.578643 1.806873 
1.391131 1.075975 2.172493 
2.128580 1.822014 2.803502 
0.892437 1.112654 1.959988 
1.575117 1.765661 2.526377 
1.714392 1.269071 2.902680 
2.417685 1.930176 3.478621 
0.935240 0.386252 0.535069 
1.624327 1.049446 1.115506 
1.788969 0.541754 1.474238 
2.477547 1.223711 2.058354 
1.236464 0.547293 1.220354 
1.966750 1.244371 1.840789 
2.127128 0.778535 2.238042 
2.800005 1.381819 2.759069 
1.143225 1.062530 1.296845 
1.835391 1.744612 1.884792 
2.005980 1.245112 2.260159 
2.659870 1.904420 2.820222 
1.467083 1.259872 2.029844 
2.163233 1.922547 2.605694 
2.308002 1.399867 2.959236 
2.991179 2.081994 3.542994 
0.159339 0.643414 0.336153 
0.851259 1.332397 0.904189 
1.023928 0.832111 1.315231 
1.706691 1.505532 1.881056 
0.478920 0.823926 1.064103 
1.165331 1.498094 1.632338 
1.339848 1.038976 2.037325 
2.038645 1.687727 2.584553 
0.363126 1.325852 1.096283 
1.031690 1.993248 1.664277 
1.213445 1.508580 2.059344 
1.915697 2.168954 2.636830 
0.685107 1.528170 1.841725 
1.379012 2.204530 2.412808 
1.524419 1.665744 2.754232 
2.224678 2.406546 3.375042 
0.746722 0.788062 0.405355 
1.388548 1.476657 0.953545 
1.611572 1.005459 1.386361 
2.264683 1.640297 1.925821 
1.048089 0.983518 1.114550 
1.765877 1.672001 1.719709 
1.895876 1.168947 2.092608 
2.618763 1.831183 2.658518 
0.943592 1.467933 1.173743 
1.624162 2.153354 1.742167 
1.794905 1.651303 2.122891 
2.445432 2.323351 2.659859 
1.225411 1.663847 1.875604 
1.939167 2.322402 2.461323 
2.111806 1.831301 2.837808 
2.781271 2.488359 3.388122 
0.540049 0.938165 0.855387 
1.207464 1.567168 1.400334 
1.377355 1.066975 1.783711 
2.087817 1.776287 2.379002 
0.863721 1.098824 1.578756 
1.553066 1.776561 2.145690 
1.747408 1.302542 2.549825 
2.400654 1.955989 3.080765 
0.734235 1.594539 1.611242 
1.405515 2.249714 2.170824 
1.586186 1.749770 2.534281 
2.273531 2.420477 3.128165 
1.022527 1.740923 2.283821 
1.729996 2.426174 2.875037 
1.913791 1.959823 3.274478 
2.589307 2.626100 3.841707 
1.101495 1.044821 0.887144 
1.779517 1.718591 1.455712 
1.954984 1.233311 1.830130 
2.628434 1.903614 2.406431 
1.438975 1.228761 1.611207 
2.127959 1.906722 2.196124 
2.258887 1.391191 2.527397 
2.941784 2.049951 3.108039 
1.280665 1.736191 1.640070 
1.949222 2.370873 2.183487 
2.151502 1.906751 2.599913 
2.860769 2.567047 3.183259 
1.625281 1.895269 2.363627 
2.303382 2.582307 2.951846 
2.488643 2.094076 3.333166 
3.171357 2.762924 3.901884 
0.573369 0.956117 0.416179 
1.225629 1.566159 0.937196 
1.418948 1.089593 1.352572 
2.129174 1.769456 1.934093 
0.890671 1.074388 1.104278 
1.565402 1.752509 1.664408 
1.764991 1.294652 2.099586 
2.446009 1.945767 2.644190 
0.752048 1.616497 1.148635 
1.463562 2.294560 1.741832 
1.596118 1.735466 2.061540 
2.263679 2.403491 2.625951 
1.066979 1.809036 1.867088 
1.776337 2.450296 2.458984 
1.924027 1.935450 2.803858 
2.618905 2.623819 3.393828 
1.120755 1.042365 0.434785 
1.786610 1.713880 0.990984 
1.999848 1.225666 1.399860 
2.688125 1.908567 1.974732 
1.414589 1.197228 1.110206 
2.140494 1.938855 1.747626 
2.305750 1.418051 2.108995 
2.977999 2.060702 2.666259 
1.343385 1.754328 1.228942 
1.979004 2.367373 1.741682 
2.147582 1.859481 2.111873 
2.838935 2.553138 2.675354 
1.635190 1.900722 1.901775 
2.343621 2.593781 2.475325 
2.491225 2.072398 2.857026 
3.211091 2.764277 3.453954 
0.927432 1.158371 0.867113 
1.621824 1.814470 1.426985 
1.768626 1.320928 1.803597 
2.476762 2.001992 2.372603 
1.254206 1.359151 1.608604 
1.940518 2.014177 2.161097 
2.109684 1.530537 2.572140 
2.800293 2.191327 3.127641 
1.110213 1.813257 1.597077 
1.827656 2.477226 2.192245 
1.976539 2.000638 2.569721 
2.652655 2.692242 3.149344 
1.443496 2.014759 2.333142 
2.140935 2.709779 2.926592 
2.324612 2.213190 3.314840 
2.981973 2.853987 3.883889 
1.492603 1.276035 0.911194 
2.175769 1.965220 1.467399 
2.328104 1.469595 1.865653 
3.021607 2.132586 2.435056 
1.797831 1.441630 1.598583 
2.505321 2.155091 2.214659 
2.668243 1.652505 2.601584 
3.360722 2.334610 3.169224 
1.685108 1.951579 1.674607 
2.360553 2.612820 2.220779 
2.536765 2.142524 2.621169 
3.223331 2.816566 3.209011 
2.039435 2.183617 2.420010 
2.702726 2.837109 2.967751 
2.857235 2.345486 3.350853 
3.565883 2.975832 3.910490 
0.709568 1.567075 0.725934 
1.379618 2.204576 1.269203 
1.600072 1.787966 1.710431 
2.269516 2.416750 2.264419 
1.037177 1.780912 1.456528 
1.731031 2.425389 2.013930 
1.895960 1.913973 2.402242 
2.576553 2.588957 2.967642 
0.895531 2.238010 1.479597 
1.569918 2.893023 2.033942 
1.787611 2.442687 2.469062 
2.477234 3.117984 3.031145 
1.233230 2.428997 2.199722 
1.920863 3.113626 2.776707 
2.103361 2.596987 3.177940 
2.811981 3.297325 3.752067 
1.285399 1.720496 0.786047 
1.960160 2.354326 1.343415 
2.123047 1.859670 1.721597 
2.805992 2.543606 2.288006 
1.620568 1.904539 1.502939 
2.293291 2.558063 2.074768 
2.467967 2.094086 2.465744 
3.156126 2.734396 3.025956 
1.448369 2.360720 1.514523 
2.151392 3.022411 2.089987 
2.329734 2.554914 2.485876 
3.027009 3.236545 3.068646 
1.800525 2.587583 2.262277 
2.487509 3.239399 2.835665 
2.658104 2.742769 3.227613 
3.361597 3.423497 3.801954 
1.095440 1.825166 1.229546 
1.778858 2.505754 1.791004 
1.920705 1.989906 2.137587 
2.624923 2.697564 2.762511 
1.409313 1.992969 1.946604 
2.109393 2.657510 2.509548 
2.266730 2.167248 2.893802 
2.954909 2.863310 3.482832 
1.256746 2.473493 1.942369 
1.954715 3.157330 2.515719 
2.135355 2.659467 2.931612 
2.826113 3.363611 3.498377 
1.615686 2.661187 2.688666 
2.288183 3.352910 3.261056 
2.452164 2.840421 3.623284 
3.145634 3.499698 4.216139 
1.642015 1.941655 1.258081 
2.335800 2.629689 1.841472 
2.516974 2.147725 2.225378 
3.184845 2.796973 2.776640 
1.952824 2.104947 1.949686 
2.630260 2.780896 2.520523 
2.814519 2.310818 2.918483 
3.545750 3.012299 3.526756 
1.831635 2.603076 1.999607 
2.519373 3.277182 2.581824 
2.698848 2.807505 2.977191 
3.393606 3.478223 3.570618 
2.161083 2.772657 2.715023 
2.867446 3.474891 3.320529 
3.028158 2.997114 3.700730 
3.719943 3.664307 4.281969 
0.475892 0.112752 0.146484 
1.175567 0.771224 0.706087 
1.322935 0.271223 1.089490 
2.025433 0.948991 1.674923 
0.812833 0.312970 0.874193 
1.493209 0.948885 1.435835 
1.646499 0.441197 1.814266 
2.345857 1.144585 2.392174 
0.685675 0.806666 0.915874 
1.344758 1.470467 1.464605 
1.511997 0.950428 1.852006 
2.209467 1.635634 2.418147 
1.008598 0.963097 1.640330 
1.702487 1.658843 2.211066 
1.858171 1.159483 2.589990 
2.526198 1.810728 3.137393 
1.056041 0.275328 0.221439 
1.724837 0.908631 0.774383 
1.884564 0.393274 1.148710 
2.586557 1.090333 1.734191 
1.360982 0.431995 0.904136 
2.050827 1.097130 1.489810 
2.234848 0.630730 1.903183 
2.926063 1.284672 2.463630 
1.196595 0.894777 0.903149 
1.913900 1.590014 1.513487 
2.071823 1.061822 1.881398 
2.766509 1.757541 2.454917 
1.558144 1.083132 1.658854 
2.259958 1.778981 2.245453 
2.375370 1.248151 2.601933 
3.095253 1.953785 3.196405 
0.831348 0.375212 0.634239 
1.523844 1.023645 1.194911 
1.707909 0.540832 1.589673 
2.406869 1.205777 2.167539 
1.155299 0.512643 1.325297 
1.837212 1.212835 1.899980 
2.026681 0.708528 2.305311 
2.715322 1.383946 2.878674 
1.032417 1.023582 1.368823 
1.716425 1.704084 1.953069 
1.893937 1.188625 2.342540 
2.543369 1.846579 2.878551 
1.334922 1.201583 2.081200 
2.042971 1.862720 2.684052 
2.205602 1.387023 3.046328 
2.901009 2.078043 3.640361 
1.414602 0.516820 0.690801 
2.109244 1.164169 1.261249 
2.260269 0.677007 1.635932 
2.947286 1.329807 2.189481 
1.740204 0.683301 1.404423 
2.402552 1.327472 1.947708 
2.595110 0.861696 2.367768 
3.300817 1.528995 2.937747 
1.615911 1.160452 1.425258 
2.289290 1.838829 2.014162 
2.452877 1.334966 2.375557 
3.166277 2.050019 2.979522 
1.909966 1.347998 2.141967 
2.590598 2.003570 2.709711 
2.778206 1.513958 3.093855 
3.463876 2.180386 3.671724 
0.620327 0.768910 0.482201 
1.316811 1.446767 1.061717 
1.502771 0.959298 1.466403 
2.166885 1.604364 1.998768 
0.977790 0.956639 1.234772 
1.659192 1.629950 1.780775 
1.800820 1.130619 2.173851 
2.511936 1.843488 2.776769 
0.812195 1.432682 1.221195 
1.513758 2.114756 1.824119 
1.668515 1.600201 2.190008 
2.379130 2.291872 2.769939 
1.142468 1.623825 1.957628 
1.841889 2.305387 2.552707 
1.992963 1.785028 2.921012 
2.697468 2.490122 3.495336 
1.195022 0.906966 0.537443 
1.863872 1.555869 1.099134 
2.029018 1.063849 1.449730 
2.740394 1.740205 2.061368 
1.526105 1.091514 1.268123 
2.200496 1.745908 1.815249 
2.393615 1.257424 2.225013 
3.075254 1.943836 2.807526 
1.395031 1.579742 1.312758 
2.076186 2.249108 1.873405 
2.262097 1.803462 2.279053 
2.926342 2.441679 2.828120 
1.732111 1.766381 2.038613 
2.407716 2.444157 2.604263 
2.590643 1.964049 3.003014 
3.275363 2.620443 3.569843 
0.977920 0.988857 0.954078 
1.684571 1.704640 1.562991 
1.844426 1.198133 1.924740 
2.561277 1.855907 2.507903 
1.313857 1.194487 1.693360 
2.045334 1.886451 2.292798 
2.210370 1.420041 2.685615 
2.878376 2.039741 3.241639 
1.166096 1.668341 1.713608 
1.882412 2.382953 2.302744 
2.044968 1.866589 2.676773 
2.725119 2.532573 3.246451 
1.540569 1.855418 2.470478 
2.225009 2.557440 3.029010 
2.371009 2.050135 3.407330 
3.047434 2.703162 3.966075 
1.556408 1.145423 1.015765 
2.239695 1.807815 1.573186 
2.418735 1.307770 1.959668 
3.122351 2.004707 2.568847 
1.893358 1.314653 1.733137 
2.591424 1.997426 2.329086 
2.738616 1.507158 2.690079 
3.422468 2.174562 3.276443 
1.744366 1.805766 1.774746 
2.440005 2.506356 2.366214 
2.614696 2.024580 2.738847 
3.314892 2.706131 3.333764 
2.086892 1.993510 2.486304 
2.756893 2.681043 3.058517 
2.925400 2.177210 3.439668 
3.635893 2.861789 4.026798 
1.026609 1.008673 0.511815 
1.708694 1.676139 1.072965 
1.876554 1.197862 1.486372 
2.576289 1.855407 2.045586 
1.348690 1.195201 1.238100 
2.040189 1.881672 1.814863 
2.206138 1.358447 2.180350 
2.928314 2.081967 2.816685 
1.206056 1.672254 1.273462 
1.902937 2.331085 1.819726 
2.075572 1.862860 2.228718 
2.733721 2.527474 2.792372 
1.528985 1.848264 1.975314 
2.233251 2.537998 2.566952 
2.406252 2.049168 2.962324 
3.081001 2.703731 3.512251 
1.606328 1.160403 0.587029 
2.275343 1.793595 1.140397 
2.469412 1.359557 1.561103 
3.131270 2.016333 2.101569 
1.902921 1.299592 1.262845 
2.626322 2.032306 1.900121 
2.787127 1.520179 2.257826 
3.478032 2.178525 2.831024 
1.809790 1.836214 1.334604 
2.474503 2.511537 1.892574 
2.639990 1.992592 2.282064 
3.353104 2.710483 2.885135 
2.126877 2.033091 2.065753 
2.787699 2.698447 2.627533 
2.937959 2.177012 2.975984 
3.632814 2.816649 3.530396 
1.394265 1.258030 1.008033 
2.065014 1.932687 1.566965 
2.251934 1.439540 1.959776 
2.926903 2.096674 2.521626 
1.725340 1.455891 1.726396 
2.398749 2.109948 2.290125 
2.579218 1.612158 2.678702 
3.245038 2.259683 3.226853 
1.570066 1.920459 1.754784 
2.275117 2.594941 2.326574 
2.437765 2.115709 2.700608 
3.141218 2.821241 3.316325 
1.919197 2.117275 2.496566 
2.578826 2.753905 3.037959 
2.769650 2.279490 3.434114 
3.447702 2.963401 4.012662 
1.980467 1.402740 1.065592 
2.661771 2.071610 1.630187 
2.800880 1.550688 2.006887 
3.502487 2.222264 2.575703 
2.262751 1.578321 1.754741 
2.983898 2.255013 2.356794 
3.124834 1.780724 2.724306 
3.827040 2.440099 3.319466 
2.163012 2.072680 1.798986 
2.833518 2.729070 2.370049 
3.002353 2.249855 2.759164 
3.693481 2.897457 3.324093 
2.487874 2.242280 2.508083 
3.181331 2.939820 3.121361 
3.338299 2.453610 3.503687 
4.005735 3.101604 4.070601 
1.189705 1.708487 0.885086 
1.871943 2.355090 1.448347 
2.058572 1.881049 1.841315 
2.741648 2.534155 2.412582 
1.517832 1.850627 1.588342 
2.180832 2.531464 2.143687 
2.390906 2.025808 2.560466 
3.056417 2.724574 3.137483 
1.384830 2.366565 1.635774 
