# Number of samples; Number of centroids; List of samples; List of centroids
3 1000
0.025349 0.002490 -0.010297 
-0.017304 0.005194 1.003774 
0.002192 1.011936 -0.022387 
-0.006366 1.004046 1.009150 
0.998060 -0.007930 -0.020863 
0.991584 -0.006496 0.986505 
0.996514 1.013459 -0.010277 
0.990169 0.997163 0.987194 
0.003375 -0.009296 0.005389 
-0.009462 0.011606 1.011823 
0.006445 1.005923 -0.001410 
-0.004598 0.997874 1.014444 
1.000913 -0.003168 0.002275 
0.993166 -0.003820 0.989745 
1.001507 1.011385 0.013275 
1.007414 0.983163 1.009579 
0.004378 0.004604 -0.005817 
0.002859 -0.004271 0.997887 
-0.004949 1.014123 0.011554 
-0.017058 0.995789 1.004011 
1.002114 0.004403 -0.000041 
0.994564 0.004890 1.004469 
1.004822 0.989527 -0.005300 
1.009039 0.967890 1.010984 
0.003149 0.018459 -0.006812 
0.004443 0.012358 1.003425 
-0.001357 1.002652 0.002574 
-0.008243 1.002876 1.015119 
0.977555 0.016043 -0.005248 
1.002904 -0.016747 0.999488 
0.999103 0.982025 0.004846 
0.995617 0.994366 0.997628 
-0.005113 -0.002041 0.014603 
-0.003550 0.003368 0.999741 
0.014978 0.990019 0.000496 
-0.010819 0.998793 1.005782 
1.017123 0.004651 0.009790 
1.000441 -0.001584 0.996695 
1.009055 1.009757 0.001181 
0.999756 0.993610 0.997222 
-0.005556 -0.004890 0.002825 
-0.004854 0.003049 1.006531 
0.018492 1.000948 -0.026437 
-0.000799 1.002194 0.998350 
1.015345 0.016161 -0.005360 
0.989917 0.003305 1.003676 
0.988989 1.020231 -0.020967 
1.007827 1.007358 0.999454 
0.004745 -0.012686 0.005131 
0.015961 0.006459 0.989947 
0.010192 1.007819 0.004470 
-0.001351 0.970992 1.009947 
0.989651 -0.004026 0.004574 
0.989856 0.006069 1.008297 
1.005354 1.007674 -0.010554 
0.992650 0.996575 1.000794 
-0.005847 -0.007249 -0.002864 
-0.011907 -0.004952 1.026779 
0.010897 1.001273 -0.020275 
0.009255 1.000633 1.002616 
1.019454 -0.000534 0.007671 
1.008486 0.000307 0.999034 
0.994636 0.994494 -0.009604 
1.030812 0.996440 0.990028 
-0.005307 0.017430 -0.014447 
-0.008055 0.000991 0.987582 
-0.027569 0.990268 0.013268 
-0.004962 1.013592 1.005958 
0.997489 -0.006178 0.015376 
1.013383 0.005525 0.991726 
1.014138 0.993643 0.002988 
0.984857 1.003362 0.992210 
-0.007078 -0.004824 -0.001260 
0.004072 -0.005250 0.991075 
-0.008221 0.987738 0.000372 
-0.006286 0.987779 0.999614 
0.993258 0.002256 -0.006827 
1.004325 -0.008303 0.995707 
1.000532 1.003906 0.008138 
1.020179 1.013617 0.981557 
-0.019796 -0.004393 0.015762 
-0.005155 -0.011079 0.991131 
0.006918 1.008889 0.001202 
-0.029123 1.012156 0.993206 
0.990994 0.013400 0.008230 
1.008092 -0.013600 0.979762 
1.018912 1.000947 0.008052 
0.989342 1.015513 1.009413 
-0.006525 0.016253 0.010732 
-0.006359 0.009896 0.993874 
0.001847 0.996848 0.006035 
0.011972 0.998580 1.008207 
0.999911 -0.020265 -0.017413 
1.000231 0.004055 0.994596 
1.004396 0.995805 0.008766 
1.018188 0.992075 1.007381 
0.013319 -0.000059 -0.016018 
0.003365 0.012291 0.993164 
-0.000918 0.990780 -0.000986 
-0.009984 0.994072 0.999931 
1.000567 0.005245 -0.003515 
1.004628 -0.004004 0.988877 
1.005893 1.002479 0.007964 
0.987798 0.987985 0.997112 
0.011246 -0.012356 -0.007282 
0.002284 0.005282 0.988634 
0.015332 1.014287 -0.009260 
0.004584 0.997277 0.975001 
0.990727 0.002882 0.000827 
0.999333 0.001303 0.998730 
1.001040 0.990633 -0.002543 
0.993434 0.995921 1.003013 
0.005706 -0.011247 0.012183 
0.009448 -0.010905 0.993926 
0.004518 1.008869 0.008008 
-0.020612 1.004157 1.028351 
1.006463 -0.012927 0.011188 
1.001071 -0.004708 1.007791 
0.996180 0.994545 -0.019899 
1.010277 0.990883 0.999437 
-0.007486 0.002948 -0.004894 
0.004572 -0.006925 0.981929 
0.013263 1.000818 -0.003460 
0.005591 1.003269 1.013245 
1.017485 -0.005100 -0.014169 
1.027623 0.004067 1.004930 
1.016002 0.995903 0.006762 
1.018576 0.985206 0.993363 
0.013441 -0.004888 -0.018229 
-0.004968 -0.002076 0.992771 
0.003144 0.996009 -0.018590 
-0.002582 0.994975 0.992346 
1.004249 -0.001011 0.000010 
1.002845 -0.003297 1.006829 
1.011382 0.996036 0.011104 
1.005011 1.022664 1.014807 
-0.006690 0.014793 -0.011843 
0.004664 -0.003155 1.012088 
-0.003227 0.999448 -0.004773 
0.010674 0.998320 1.010069 
0.985026 0.009042 -0.005044 
1.020751 -0.004271 1.006287 
0.999830 0.995412 -0.002686 
0.998855 1.002353 0.999563 
-0.008337 -0.010896 -0.004283 
-0.027486 0.002386 0.989935 
0.006793 0.999461 -0.017279 
-0.012015 1.010004 1.016854 
1.015315 -0.006312 0.002851 
0.996234 -0.004208 0.998643 
0.993019 0.987730 -0.004632 
1.008166 0.999297 1.004138 
0.012148 -0.018931 0.013614 
-0.015418 0.006478 0.996095 
-0.011624 1.012136 -0.008751 
-0.009958 0.989400 1.028020 
1.007839 -0.005634 0.005606 
0.994616 -0.003795 0.993438 
1.013975 1.001484 0.005674 
0.997679 1.011649 1.012485 
-0.014346 0.004344 -0.003393 
-0.004890 0.002531 0.980983 
-0.007667 0.990534 -0.006547 
-0.007804 0.998258 1.000381 
1.001954 -0.013700 -0.009994 
1.010789 0.003531 1.011097 
1.008107 1.002094 -0.004284 
0.978141 0.990583 0.999500 
0.000000 0.000000 0.000000 
0.000000 0.000000 1.000000 
0.000000 1.000000 0.000000 
0.000000 1.000000 1.000000 
1.000000 0.000000 0.000000 
1.000000 0.000000 1.000000 
1.000000 1.000000 0.000000 
1.000000 1.000000 1.000000 
